TERM,PATHWAYS,INTERACTIONS
CATSPERE,0,24
CEMIP2,0,23
CFAP300,0,24
CFAP57,0,11
CLN3,0,26
DNAAF5,0,24
CRYBG1,0,18
DND1,0,18
DSCC1,0,23
E2RYF6,0,0
E5RJM6,0,2
E7ETH6,0,3
EFL1,0,24
E9PQ53,0,0
ERVK-7,0,0
F2Z333,0,0
G3XA89,0,54
granulin,0,0
GSDMA,0,22
H3BSY2,0,0
H0YL14,0,0
icon,0,0
icons,0,0
INTERFERON_ALPHA_BETA_SIGNALING,0,0
J3KSC0,0,0
Kinesins,3,0
KIR2DL5B,0,0
kofein,0,0
LSM12,0,24
LRRC47,0,24
LZTS3,0,10
MAMSTR,0,5
mansc1,0,24
MARVELD3,0,2
MBTD1,0,24
Metadherin,0,0
METTL16,0,14
microbiome,1,0
MIXL1,0,2
MMP23B,1,9
MMS22L,0,24
mrgprx4,0,1
MOAP1,0,24
MRTFA,3,25
msigdb,0,0
MTFP1,0,17
MYO1G,1,9
NBPF4,0,6
NLRP13,0,2
NDUFA4L2,0,21
NME8,0,8
NPEPL1,0,24
NPAP1,0,0
nrgn,1,24
NWD1,0,24
NXF3,0,11
NXPH1,0,17
NXPH2,0,24
O08962,0,0
O00534,0,24
O14603,0,0
O14609,0,0
O14668,0,12
O14713,0,25
O15015,0,24
O15172,0,0
O15050,0,2
O15204,0,0
O15405,1,5
O43304,0,3
O43414,0,15
O43402,0,24
O43422,0,24
O43638,0,25
O60256,0,24
O60320,0,1
O60308,0,24
O60518,0,24
O60676,0,1
O60524,0,24
O60688,0,17
O70468,0,0
O60810,0,1
O75123,0,5
O75179,0,25
O75153,0,24
O75556,0,24
O75635,0,17
O75683,0,24
O75794,0,20
O75871,0,1
O76042,0,0
O75951,0,2
O89000,0,0
O94819,0,2
O94885,0,20
O95081,0,18
O95156,0,24
O95164,0,24
O95158,0,24
O95359,0,25
O95397,0,0
O95373,0,25
O95456,0,24
O95568,0,24
O95876,0,2
O95969,0,13
O95976,0,8
OCLM,0,0
OLFM2,0,24
P02091,0,0
OVOL3,0,0
P04800,0,0
P07314,0,0
P07998,0,10
P09564,1,11
P09525,1,24
P0C025,0,0
P0C2W1,1,25
P0C7L1,0,0
P0C7P2,0,0
P0C7M8,0,2
P0C7P3,0,1
P0C7Q3,0,0
P0C7W8,0,0
P0C7X4,0,0
P0C7X5,0,0
P0CAT3,0,0
P0CG00,0,0
P0CG22,0,0
P0CJ73,0,0
P0CL85,0,0
P0CW21,0,0
P0CZ25,0,0
P0CW27,0,0
P0DJ07,0,0
P0DMP2,0,6
P0DJ93,0,2
P0DMQ9,0,0
P0DN25,0,0
P0DMV2,0,0
P0DN26,0,1
P0DN80,0,0
P0DN81,0,0
P0DN82,0,0
P0DO92,0,0
P0DOY5,0,0
P0DP06,0,0
P0DP09,0,0
P0DP57,0,2
P10163,0,0
P13852,0,0
P14206,0,0
P15127,0,0
P15999,0,0
P17020,0,24
p17028,0,24
P17026,0,24
P17040,0,24
P18901,0,0
P19783,0,0
p24472,0,0
P23469,2,30
P26284,0,0
P41242,0,0
P30115,0,0
P48304,0,6
P50136,0,0
P49006,0,24
P50461,0,24
P51160,3,24
P51878,2,10
P52743,0,0
P51956,1,15
P53370,0,23
P53677,0,17
P55822,0,12
P56555,0,0
P57060,0,24
P58550,0,0
P59045,0,1
P59074,0,0
P59817,0,14
P60606,0,5
P61366,0,0
p61573,0,0
P61575,0,0
P70584,0,0
P62070,2,27
P81718,0,0
P82970,0,24
P82980,0,24
P86496,0,24
P86481,0,24
P98173,0,13
papd4,0,0
PAK1IP1,0,25
PAQR9,0,15
paxx,0,10
PARP15,0,24
PCARE,0,5
PCDHB16,2,24
PCDHA7,2,22
PCDHGB3,0,3
PCDHGB6,2,14
PCDHGB7,2,16
PCDHGC5,2,16
pdia4,0,24
PHRF1,0,22
PIFO,0,12
PJVK,0,0
PIP5KL1,5,24
pnck,0,12
POTEH,0,1
POTEC,0,9
PPEF2,0,24
ppm1f,2,25
PPM1J,1,24
PRDM10,0,24
PPP2R3A,5,24
prr7,0,24
PRSS16,0,7
PRSS36,0,8
PRSS53,0,1
PRSS55,0,12
PSG10P,0,0
PTCD1,0,24
ptena,0,0
PTGFRN,0,24
Q00651,0,0
Q01954,0,13
Q01986,0,0
Q05195,2,27
Q075Z2,0,0
Q05315,0,24
Q08378,0,24
Q0D2K2,0,1
Q0P641,0,0
Q0VF96,0,18
Q0VFZ6,0,5
Q0VGE8,0,13
Q12799,0,9
Q13029,0,24
q13065,0,2
Q13070,0,0
Q13166,0,0
Q13268,0,25
Q13319,1,24
Q13670,0,0
Q13536,0,0
Q13796,0,18
Q14156,0,24
Q14296,0,23
Q14582,1,25
Q14392,0,14
Q14641,0,3
Q14728,0,20
Q14761,0,12
Q147U1,0,3
Q14CX7,0,24
Q14D04,0,11
Q14DG7,0,2
q15048,0,10
Q15111,5,27
Q15818,0,24
Q15784,0,24
Q15846,0,4
Q16473,0,0
q16549,2,13
Q16674,0,11
Q17R31,0,2
Q17R55,0,13
Q17R60,0,11
Q17RA5,0,0
Q18PI6,0,0
Q2L4Q9,0,1
Q2M243,0,8
Q2M2E5,0,0
Q2NKJ3,0,24
Q2VPB7,0,15
Q2TB10,0,21
Q2VPJ9,0,0
Q2WGJ8,0,0
Q2WGJ9,0,1
Q33E94,0,24
Q3KNV8,0,24
Q3KRA6,0,0
Q3KQV9,0,24
Q3LI60,0,0
Q3LI68,0,0
Q3MIP1,0,4
Q3MJ40,0,0
Q3SX64,0,10
Q3ULB5,0,0
Q3SY56,0,24
q494r0,0,0
Q494W8,2,21
Q494X3,1,1
Q495D7,0,0
Q499Z4,0,5
Q49AS3,0,0
Q49MG5,0,24
Q4KMX7,0,0
Q4LDG9,0,5
Q4V7C6,0,0
Q4VX76,1,5
Q4ZIN3,0,24
Q502X0,0,8
Q504T8,0,13
Q504Y3,0,3
Q53EQ6,0,24
Q537H7,0,0
Q53LP3,0,17
Q58F21,0,9
Q53S99,0,0
Q5CZ79,0,0
Q5CZA5,0,2
Q5EBL2,0,5
Q5EG05,0,9
Q5GH72,0,0
Q5GH76,0,3
Q5H913,0,2
Q5HYR2,0,2
Q5HYJ3,0,24
Q5J8M3,0,24
Q5JQF7,0,0
Q5JPF3,0,0
Q5JQF8,0,0
Q5JR12,1,24
Q5JRK9,0,0
Q5JTN6,0,0
Q5JSJ4,0,8
Q5JUX0,0,11
Q5JVX7,0,0
Q5JWF8,0,0
Q5K651,0,13
Q5M9N0,0,24
Q5NE16,0,0
Q5RGS3,0,0
Q5SR53,0,0
Q5RIA9,0,2
Q5SRD0,0,0
Q5SRD1,0,6
Q5SVQ8,0,13
Q5T036,0,5
Q5SW24,1,10
Q5T0Z8,0,0
Q5T215,0,14
Q5T280,0,24
Q5T319,0,0
Q5T292,0,0
Q5T3F8,0,24
Q5T3I0,0,0
Q5T3Y7,0,0
Q5T5A4,0,0
Q5T5M9,0,13
q5t601,0,5
Q5T6J7,0,6
Q5T6V5,0,0
Q5T6L9,0,2
Q5T7N2,0,24
Q5T8I3,0,9
Q5TA31,1,21
Q5TD94,0,1
Q5TC12,0,23
Q5TDP6,1,43
Q5TEZ4,0,0
Q5TEA6,0,2
Q5TF21,0,9
Q5TIA1,0,2
Q5TGL8,0,7
Q5TID7,0,4
Q5TYW2,0,1
Q5U3C3,0,24
Q5VT33,0,0
Q5UCC4,0,18
Q5VTU8,0,0
Q5VU97,0,0
Q5VU36,0,1
Q5VUG0,0,16
q5vuj5,0,0
Q5VUM1,0,12
Q5VW32,0,14
Q5VVH5,1,14
Q5VW38,0,15
Q5VWQ0,0,24
Q5VWK0,0,0
Q5VWT5,0,9
Q5VYP0,0,1
Q5VWW1,0,1
Q5VYY1,0,9
Q5W188,0,0
Q5W0N0,0,0
Q5W5W9,0,0
Q61990,0,0
Q629K1,0,4
Q63429,0,0
Q63HK3,0,1
Q63ZY6,0,0
Q66K64,0,21
Q687X5,0,12
Q68D06,0,3
Q68D91,0,24
Q68D10,0,24
Q68DN1,0,0
Q69YN2,0,24
Q69YZ2,0,2
Q6B9Z1,0,0
Q6A555,0,0
Q6BAA4,0,3
Q6DN03,0,0
Q6BEB4,1,5
q6dn90,2,25
Q6ICG8,0,24
Q6IEE7,0,1
Q6IMI6,0,24
Q6IN85,1,24
Q6IQ19,0,1
Q6JBY9,0,12
Q6JVE6,0,0
Q6L8Q7,1,24
Q6MZN7,0,0
Q6MZT1,0,3
Q6NUM6,0,12
Q6NV75,0,11
Q6NVV0,0,0
Q6NVV1,0,0
Q6P1N0,1,24
Q6NW29,0,14
Q6P1Q9,0,24
Q6P1S2,0,0
Q6P1R4,0,5
Q6P3R8,0,1
Q6P5Q4,0,1
Q6P6B7,0,0
Q6P9B6,0,20
Q6PF06,0,24
Q6PI47,0,6
Q6PI97,0,0
Q6PK61,0,0
Q6PKC3,0,24
Q6R2W3,0,8
Q6Q759,0,3
Q6RSH7,0,5
Q6S5H4,0,0
Q6UE05,0,7
Q6UWF9,0,12
Q6UW78,0,8
Q6UWH6,0,2
Q6UWY5,0,9
Q6UWJ8,0,8
Q6UX07,0,6
Q6UX52,0,0
Q6UX68,0,1
Q6UXD1,0,0
Q6UX71,0,24
Q6UXD7,0,2
Q6UXF1,0,24
Q6UXI9,1,4
Q6UXY1,0,8
Q6UXU6,0,17
Q6UY09,0,1
Q6WRX3,0,8
Q6UY27,0,2
Q6XLA1,0,0
Q6Y2X3,0,23
Q6YI46,0,4
Q6ZN01,0,5
Q6ZMV5,0,5
Q6ZN68,0,0
Q6ZP68,0,0
Q6ZP65,0,2
Q6ZQN5,0,24
Q6ZQQ6,0,7
q6zqq2,0,0
Q6ZQY2,0,0
Q6ZRI0,0,1
Q6ZRR5,0,0
Q6ZRV3,0,0
Q6ZRT6,0,7
Q6ZS17,0,24
Q6ZSA7,0,3
Q6ZSG2,0,0
Q6ZT77,0,0
Q6ZTR5,0,6
Q6ZU45,0,0
Q6ZU64,0,11
Q6ZU65,0,24
Q6ZUL3,0,0
Q6ZUS5,0,14
Q6ZUU3,0,0
Q6ZV65,0,0
Q6ZUX3,0,3
Q6ZV70,0,12
Q6ZV77,0,0
Q6ZVK1,0,10
q6zvx9,0,15
Q6ZW33,0,24
Q6ZWJ8,0,1
Q6ZWB6,0,14
Q719I0,0,0
Q76KX8,0,3
Q76G19,0,22
Q76MJ5,0,1
Q7L0X2,0,2
Q7L099,0,19
Q7L7V1,0,11
Q7RTR0,0,5
Q7RTS1,0,24
Q7RTU5,0,2
Q7RTT5,0,6
Q7RTY5,0,1
Q7RTZ1,0,0
Q7Z309,0,20
Q7Z3D6,0,8
Q7Z3J3,0,6
Q7Z4L0,0,23
Q7Z407,0,24
Q7Z4L9,0,1
Q7Z5J1,0,5
Q7Z4U5,0,0
Q7Z5L2,1,19
Q7Z5L7,0,24
Q7Z692,0,5
Q86SM5,0,1
q7z739,0,24
Q86SY8,0,0
Q86T96,0,2
Q86TA1,0,10
Q86TL2,0,7
Q86TI2,0,24
Q86TY3,0,14
Q86U90,0,24
Q86U38,0,24
Q86UF2,0,2
Q86V25,0,3
Q86UY8,0,14
Q86V40,0,4
Q86V86,0,8
Q86V87,0,9
Q86VG3,0,0
Q86V88,0,8
Q86VQ1,0,13
Q86VY9,0,14
Q86W26,0,18
Q86W33,0,24
q86wn1,0,24
Q86WW8,0,6
Q86X40,0,13
Q86X53,0,4
Q86XX4,0,24
Q86YA3,0,11
Q86YR6,0,2
Q8BTW9,0,0
Q8IUA0,0,1
Q8IVE0,0,0
Q8IVF1,0,0
Q8IVG5,0,6
Q8IVV8,0,48
Q8IVY1,0,0
Q8IVW1,0,5
Q8IW50,0,24
Q8IWG1,0,4
Q8IWP9,0,18
Q8IWU2,0,26
Q8IWY8,0,21
Q8IX29,0,13
Q8IX90,0,24
Q8IX95,0,0
Q8IXA5,0,7
Q8IXL9,0,1
Q8IXQ4,0,24
Q8IXT2,0,4
Q8IXT5,0,24
Q8IXV7,0,10
Q8IY21,0,11
Q8IYM0,0,3
Q8IYR2,0,13
Q8IYX4,0,18
q8iyw2,0,9
Q8IZ08,0,7
Q8IZ63,0,7
Q8IZ20,0,6
Q8N0U2,0,1
Q8N0Z8,0,21
Q8N100,0,17
Q8N118,0,19
Q8N111,0,15
Q8N123,0,2
Q8N136,0,5
Q8N143,0,24
Q8N165,0,11
Q8N1E2,0,4
Q8N1I8,0,0
Q8N2A0,0,0
Q8N2C9,0,0
Q8N2C3,0,12
Q8N300,0,11
Q8N3C7,0,24
Q8N414,0,2
Q8N436,0,3
Q8N485,0,24
Q8N4C0,0,0
Q8N4E4,0,8
Q8N4F7,0,3
Q8N4G2,0,7
Q8N4L4,0,3
Q8N4N3,0,24
Q8N4Q0,0,36
Q8N4T0,0,36
Q8N568,0,18
Q8N5U0,0,0
Q8N699,1,13
Q8N5W9,0,11
Q8N6M5,4,9
Q8N6N2,0,6
Q8N6T0,0,0
Q8N769,0,0
Q8N6Y1,2,24
Q8N7A1,0,3
Q8N7R7,0,24
Q8N7S2,0,7
Q8N7Y1,0,0
Q8N7X1,0,3
Q8N7Z5,0,2
Q8N8E1,0,0
Q8N8D7,0,48
q8n8j0,0,0
Q8N8J7,0,24
Q8N8L6,0,24
Q8N9H6,0,0
Q8N8M0,0,8
Q8N9U9,0,0
Q8N9V3,0,3
Q8N9W5,0,4
Q8N9X5,0,0
Q8NA31,0,2
Q8NAS9,0,0
Q8NAA6,0,0
Q8NAV2,0,0
Q8NB42,0,0
Q8NB37,0,24
Q8NBE8,0,24
Q8NBJ9,0,25
Q8NBN3,0,24
Q8NBV4,0,13
Q8NBT3,0,3
Q8NC38,0,0
Q8NC44,0,24
Q8NCJ5,0,10
Q8NCT3,0,4
Q8NCU7,0,1
Q8ND56,0,24
Q8NDI1,0,24
Q8NDY6,0,1
Q8NDT2,0,27
Q8NEN9,0,24
Q8NFB2,0,24
Q8NFC6,0,24
Q8NFX7,0,16
Q8NG06,0,5
Q8R1A4,0,0
Q8TAT5,0,24
Q8TBR5,0,0
Q8TB96,0,24
q8tby9,0,5
Q8TBZ0,0,6
Q8TBZ2,0,9
Q8TC17,0,2
q8tbz9,0,4
Q8TC76,0,24
Q8TC90,0,23
Q8TC84,0,12
Q8TCF1,0,16
Q8TCW7,0,11
Q8TCT6,0,24
Q8TCY9,0,14
Q8TD57,1,7
Q8TD90,0,11
Q8TDI0,0,24
Q8TED9,0,6
Q8TF44,0,2
Q8TF68,0,26
Q8TF72,0,21
Q8WTV1,0,8
Q8WUQ7,0,24
Q8WUA7,0,24
Q8WUT4,0,8
Q8WV74,0,10
Q8WUZ0,0,24
Q8WVE6,0,24
Q8WVN6,0,3
Q8WW12,0,24
Q8WXC6,0,20
Q8WWM1,0,0
Q8WYQ9,0,22
Q8WZ33,0,0
Q8WZA0,0,22
Q924C3,0,0
Q8WZA9,0,16
Q92519,0,25
Q92599,0,0
Q93073,0,20
Q969K4,0,13
Q969Q4,0,7
Q96A61,0,10
Q96AB3,0,24
q96aw1,0,21
Q96AB6,0,4
Q96B45,0,5
Q96B77,0,24
Q96BN6,0,2
Q96CW6,0,24
Q96BU1,0,16
Q96CX2,0,24
Q96D70,0,3
Q96D98,0,14
Q96DN2,0,24
Q96DX4,0,24
Q96DY2,0,1
Q96EH3,0,24
Q96EZ4,0,5
Q96F83,0,3
Q96FK6,0,14
Q96FB5,0,8
Q96G28,0,24
Q96GD0,2,15
Q96I13,0,14
Q96I85,0,0
Q96I24,0,24
Q96II8,0,24
Q96IZ7,0,24
Q96IZ2,0,8
Q96JE9,0,9
Q96JQ5,0,15
Q96JM4,0,24
Q96KA5,0,24
Q96KF7,0,0
Q96KC2,0,24
Q96KV7,0,23
Q96KW2,0,1
Q96KX1,0,0
Q96LI9,0,0
Q96L15,0,14
Q96LP6,0,0
Q96LS8,0,0
Q96LR9,0,6
Q96LU7,0,3
Q96M78,0,0
Q96LZ2,0,24
Q96MC2,0,3
Q96MR6,0,11
Q96N46,0,16
Q96NB1,0,23
Q96N58,0,14
Q96NL0,0,8
Q96NL1,0,7
Q96NU0,0,18
Q96NY7,2,8
Q96NZ1,0,9
Q96PT4,0,0
Q96PF2,0,24
Q96PX1,0,24
Q96PZ2,0,9
Q96PX6,0,7
Q96Q04,0,3
Q96QS6,0,10
Q96QE5,0,20
Q96S16,0,15
Q96S66,0,26
Q96S19,0,19
Q96SJ8,0,3
Q99944,0,16
Q99584,0,24
Q99PW6,0,0
Q9BPW5,0,23
Q9BPW4,0,4
Q9BQ08,1,6
Q9BQ87,1,24
Q9BQ39,0,24
Q9BQY9,0,21
Q9BRJ9,0,6
Q9BR77,0,24
Q9BRP0,0,25
Q9BRQ5,0,24
Q9BRP1,0,24
Q9BRR3,0,18
Q9BSA9,0,6
Q9BSJ1,0,3
Q9BT76,0,3
Q9BT23,0,15
Q9BTA0,0,1
Q9BTD1,0,0
Q9BU68,0,1
Q9BUV8,0,24
Q9BUG6,0,24
Q9BW04,0,0
Q9BW11,0,24
Q9BW71,0,25
Q9BX59,0,24
Q9BX68,0,11
Q9BXJ2,0,16
Q9BXF3,0,7
Q9BXX2,0,1
Q9BY78,0,24
Q9BY27,0,24
Q9BYB4,0,24
Q9BZ19,0,0
Q9BYG3,0,25
Q9BZ98,0,0
Q9BZJ7,0,3
Q9BZD6,0,24
Q9BZK3,0,0
Q9C0A1,0,6
Q9C073,0,9
Q9C0D5,0,24
Q9C0I9,0,24
Q9C0D7,0,4
Q9EPW0,0,0
Q9ER72,0,0
Q9GZN7,0,24
Q9GZP7,0,4
Q9GZP8,0,0
Q9H061,1,24
Q9H091,0,9
Q9H0H9,0,0
Q9H0G5,0,24
Q9H112,0,3
Q9H173,0,24
Q9H1B4,0,10
Q9H1F0,0,3
Q9H1U4,0,0
Q9H1Z8,0,0
Q9H1Z4,0,19
Q9H201,1,25
Q9H2J4,0,22
Q9H2C1,0,21
Q9H2U6,0,0
Q9H2W1,0,1
Q9H329,0,24
Q9H3J6,0,0
Q9H3H9,0,20
Q9H3Q3,0,1
q9h3v2,0,2
Q9H3Z7,0,0
Q9H422,2,24
Q9H446,0,12
Q9H4D5,0,11
Q9H4G1,0,10
Q9H4G8,0,0
Q9H4I3,0,17
Q9H693,0,0
Q9H5L6,0,5
Q9H6B9,0,1
Q9H6L2,0,24
Q9H6K1,0,0
Q9H6N6,0,0
Q9H6R6,0,18
Q9H720,0,1
Q9H7F4,0,2
Q9H7N4,0,24
Q9H7X0,0,13
Q9H813,0,0
Q9H8J5,0,24
Q9H819,0,18
Q9H8K7,0,0
Q9H8Q6,0,0
Q9H8N7,0,22
Q9H8Y5,0,24
Q9H972,0,0
Q9H9A6,0,24
Q9H9Y2,0,24
Q9H9R9,0,3
Q9HA72,0,4
Q9HAD4,0,23
Q9HB40,0,20
Q9HB58,0,24
Q9HBJ0,0,24
Q9HBV1,0,7
Q9HBL7,0,25
Q9HC07,0,24
Q9HCJ6,0,8
Q9HCU0,0,16
Q9NNX9,0,0
Q9HCY8,1,24
Q9NPB0,0,4
Q9NPG8,0,3
Q9NPI0,0,3
Q9NQ79,0,24
Q9NR83,1,2
Q9NRI6,0,0
Q9NRM2,0,24
Q9NRN5,0,24
Q9NRR3,0,12
Q9NSI8,0,19
Q9NTU4,0,0
Q9NUB4,0,0
Q9NU53,0,24
Q9NUC0,0,24
Q9NV79,0,19
Q9NUU7,0,24
Q9NV92,0,25
q9nvu7,0,24
Q9NVD3,0,13
Q9NVV2,0,0
Q9NW81,0,6
Q9NWN3,0,24
Q9NX05,0,24
Q9NWY4,0,24
Q9NX77,0,0
Q9NXL6,0,6
Q9NX78,0,7
Q9NXU5,0,24
Q9NZ38,0,0
Q9NY30,0,12
Q9NZJ4,0,24
Q9NZM4,0,23
Q9NZM1,1,24
Q9NZY2,0,0
Q9P055,0,17
Q9P1F3,0,7
Q9P2G4,0,1
Q9P1Y5,1,25
Q9P2K2,0,24
Q9P2X8,0,0
Q9P2Y4,0,24
Q9UBA6,0,0
Q9UBC1,1,24
Q9UDX4,0,12
Q9UBI9,0,2
Q9UF56,0,24
Q9UFV1,0,0
Q9UGP8,1,25
Q9UHA2,0,18
Q9UHE8,0,9
Q9UHQ4,0,23
Q9UHV5,0,25
Q9UI42,0,24
Q9UJ42,0,2
Q9UJ94,0,0
Q9UJA9,0,8
Q9UJN7,0,7
Q9UJQ7,0,9
Q9UKR8,0,1
Q9UKW6,1,24
Q9ULG3,0,1
Q9ULJ1,0,21
Q9ULK6,0,16
Q9ULJ7,0,19
Q9ULL0,0,1
Q9UN67,2,20
Q9ULL1,0,16
Q9UNW9,0,13
Q9UPR6,0,3
Q9UNY5,0,24
Q9UPU3,0,14
Q9WVR3,0,0
Q9UPU7,0,24
Q9XRX5,0,3
Q9Y231,3,32
Q9Y236,0,5
Q9Y240,0,24
Q9Y295,0,25
Q9Y2B4,0,8
Q9Y2D9,0,11
Q9Y2G0,0,11
Q9Y2G4,1,6
Q9Y2R0,0,24
Q9Y2L9,0,24
Q9Y2T7,0,24
Q9Y4P3,0,24
Q9Y4B5,0,24
Q9Y520,0,25
Q9Y5G5,2,15
Q9Y5E7,2,16
Q9Y5I0,2,16
Q9Y5L5,0,6
Q9Y5J5,0,25
Q9Y5X2,0,24
Q9Y646,0,5
Q9Y692,0,24
Q9Y6R6,0,1
Q9Y6F7,0,4
Q9Y6Z4,0,0
R-MMU-72689,0,0
qrich2,0,21
RBM15B,0,27
RELL1,0,24
RECQL5,0,25
REXO1,0,10
RFLNB,0,11
RFLNA,0,5
RFPL3S,0,0
RGPD1,0,6
RGPD2,0,8
rnf148,0,4
RNF167,0,24
S100PBP,0,16
RNF212,0,4
SELENOH,0,27
SEMA4F,0,18
SEMG2,0,24
SH3BP1,0,24
SEZ6L2,0,24
SHISA2,0,7
SIMC1,0,21
SHROOM1,0,12
Skor2,0,2
SLC16A6,0,24
SLC10A7,0,24
SLC25A25,0,24
SLCO6A1,0,16
SLC25A44,0,6
SMTNL1,0,1
SNX13,0,16
SNX12,0,24
SPESP1,0,1
SPNS3,0,5
SPPL2C,0,3
SSX8P,0,0
sspn,0,12
SURF6,0,24
THAP12,0,24
SVBP,0,11
THAP8,0,16
tle5,0,0
TM9SF2,0,20
TMA7,0,24
TMCO3,0,24
TMEM132E,0,1
TMEM150A,0,20
TMEM74,0,7
TMEM30CP,0,0
TMPRSS11D,0,3
TopLevelPathway,0,0
TRARG1,0,9
TUBE1,0,11
TSSK1B,0,24
TUSC1,0,4
TXNDC8,0,0
TWF1,0,24
TXNRD3,2,6
Ubn2,0,24
USF3,0,24
VN1R1,0,4
VSIG10L,0,2
ZBED2,0,5
ZBED6,0,2
ZDHHC19,0,3
ZHX1,0,24
ZMYND15,0,9
zmat4,0,24
ZNF107,0,10
znf132,0,0
ZNF260,0,6
znf630,0,0
ZNF367,0,18
ZNF821,0,8
68874,0,0
ZSWIM2,0,11
a0a087wt03,0,0
A0A0A0MT76,0,0
A0A0C4DH24,0,0
A0A087X1Q1,0,108
A0A0G2JMI3,0,0
a1l4l8,0,1
A1L168,0,0
A4D256,0,24
A6NCF6,0,0
A6NDZ8,0,0
A6NL99,1,0
A6NGC4,0,3
A6NLJ0,0,0
A6NNA5,0,0
B1APH4,0,1
c-kit:scf,0,0
C1orf43,0,0
C1RL,0,5
C2orf73,0,0
CARF,0,22
C9JE40,0,3
CBLN3,0,3
CCDC97,0,24
CCDC122,0,8
CCPG1,0,24
cdhr2,2,19
CFAP52,0,15
CLLU1,0,0
CHRNA10,1,8
CLLU1OS,0,0
CLSTN3,0,24
CNBD1,0,4
COLCA2,0,0
CSAG1,0,3
CST11,0,3
CT47A6,0,0
CT47A9,0,0
CT47A8,0,0
DCAKD,2,24
DCANP1,0,7
DCDC1,0,5
DMWD,0,24
DNAH2,0,5
DPPA5,0,1
DNAJC9,0,24
DUXA,0,0
EBPL,0,4
E9PGG2,0,0
EEF1AKMT3,0,24
EFR3B,0,11
ELSPBP1,1,9
EPHX4,0,9
EMC2,0,24
ESRG,0,0
FAM160B1,0,9
EXPH5,1,15
FAM3D,0,4
FAM90A10P,0,0
FAM84A,0,0
FAM90A12P,0,0
FAM90A13P,0,0
FAM90A5P,0,0
FASTKD3,0,24
FOXD4L4,0,2
G2E3,0,16
FREM3,0,1
GAGE2B,0,0
GAGE2C,0,3
GAGE2E,0,2
GPR87,0,9
GPR173,0,18
GPRC5B,0,24
GSAP,0,6
GRTP1,0,8
GTSF1,0,14
HILS1,0,0
HFM1,0,10
HOTTIP,0,0
HRES1,0,0
HPF1,0,24
iba1,0,0
INE1,0,0
IL17REL,0,1
irisin,0,0
Itraconazole,0,0
itaconate,0,0
JRKL,0,9
KATNA1,1,27
K7PML8,0,50
L1TD1,0,24
LAMP5,0,10
LCN6,0,0
LEKR1,0,2
LINC00114,0,9
LYZL6,0,2
MAGEA10,0,24
Malonate,13,0
MEIOB,0,9
MICALCL,0,24
METTL6,2,35
MUCL3,0,14
O08775,0,0
MYO16,1,11
O14599,0,5
O15321,0,24
O14917,0,24
O15391,0,6
O43866,0,4
O15394,0,19
O95319,0,24
P0C5Z0,0,14
P0C7M4,0,0
P0C7V7,0,0
P0CG24,0,3
P0DJD1,0,8
P0CG35,0,3
P0DJD4,0,0
p0doy3,16,0
P0DMS9,0,14
P20472,1,13
P26998,0,7
P20962,0,26
P31482,0,0
P40205,0,0
P35410,0,1
P47775,0,7
P57071,2,20
P78559,0,26
papd5,0,0
PAQR4,0,22
PEAR1,0,8
PCDHB8,2,15
phenylpropanoid,5,0
PHIP,0,24
PLPBP,0,38
PRKY,0,1
PRICKLE3,0,24
PUM3,0,24
Q07687,0,25
Q05BV3,0,15
Q13939,0,10
Q15397,0,24
Q14183,0,23
Q16653,0,6
Q17RY0,0,24
Q2KHR3,0,24
Q3KPI0,0,24
Q400G9,0,12
Q495T6,0,3
Q4AE62,0,7
Q4F7X0,0,0
Q4KMZ1,0,5
q5bjd5,0,24
Q5H9K5,0,9
Q5HYM0,0,1
Q5SRN2,0,6
Q5VU69,0,0
Q5VTL7,0,7
Q5VUY2,0,0
Q5VVM6,0,4
Q5W0B1,0,24
Q6NUP7,0,13
Q6IPX3,0,1
Q6PRD1,0,2
Q6UWH4,0,0
Q6UY01,0,5
Q6ZMR5,0,9
Q6ZNA1,0,2
Q6ZRP7,0,24
Q6ZRI6,0,0
Q6ZS86,1,13
Q6ZTN6,0,24
Q6ZU35,0,24
Q75NE6,0,0
Q6ZVF9,0,3
Q7Z2T5,0,24
Q7Z443,0,4
Q7Z478,0,24
Q7Z5L3,0,2
Q7Z572,0,2
Q7Z7L9,0,15
Q86TS7,0,0
Q7Z7M1,0,0
Q86TZ1,0,0
Q86UX2,0,0
Q86UG4,0,16
Q86XR5,0,13
Q86YH2,0,4
Q8IV76,0,2
Q8IVJ8,0,0
Q8IY82,0,6
Q8IZF6,0,11
Q8IZF4,0,24
Q8N0V1,0,0
Q8N3T6,0,5
Q8N6Y2,0,8
Q8N9C0,0,10
Q8N7X8,0,24
Q8N9P6,0,0
Q8NAG6,0,1
Q8NAA4,0,8
Q8NC42,0,24
Q8NEQ6,0,4
Q8TAC1,0,2
Q8TAX9,0,8
Q8TE82,0,7
Q8WU66,0,11
Q8TEU8,0,24
Q8WUY3,0,24
Q8WWL7,0,4
Q8WWH5,0,24
Q8WXF8,4,22
Q8WY50,0,0
Q8WY22,0,25
Q92791,0,24
Q969H9,0,0
Q93015,0,12
Q969R8,0,23
Q96BF3,0,2
Q96DB5,0,11
Q96I82,0,12
Q96I23,0,3
Q96IC2,0,11
Q96IQ7,0,24
Q96JG8,0,21
Q96KT7,0,2
Q96LA6,0,3
Q96MB7,0,5
Q96MW1,0,11
